sentence1	sentence2	gold_label
여자가 파란 셔츠를 입고 무릎을 꿇고 있다.	여자가 밖에서 점프 잭을 하고 있다.	contradiction
벽 앞에 있는 세 사람의 실루엣.	사람들이 벽 옆에 있다.	entailment
벽 앞에 있는 세 사람의 실루엣.	사람들이 시골길을 달리고 있다.	contradiction
벽 앞에 있는 세 사람의 실루엣.	벽면이 도장된다.	neutral
파란 옷을 입은 두 사람이 옆에서 손짓을 하고 있다.	남자와 여자가 나란히 서서 수화를 통해 소통하고 있다.	neutral
파란 옷을 입은 두 사람이 옆에서 손짓을 하고 있다.	한 남자가 주머니에 손을 넣고 앉아 있다.	contradiction
파란 옷을 입은 두 사람이 옆에서 손짓을 하고 있다.	두 사람이 나란히 있다.	entailment
얼룩무늬 흑백 개가 물속에서 튀는다.	개가 물속에 있다	entailment
얼룩무늬 흑백 개가 물속에서 튀는다.	개가 혼자서 헤엄치고 있다	neutral
얼룩무늬 흑백 개가 물속에서 튀는다.	개가 부엌에서 가장 좋아하는 그릇을 먹고 있다	contradiction
분홍색 셔츠를 입은 커다란 무리가 구경꾼들에게 손을 흔들었다.	군중이 손짓을 한다.	entailment
분홍색 셔츠를 입은 커다란 무리가 구경꾼들에게 손을 흔들었다.	그들은 돈을 모으고 있다.	neutral
분홍색 셔츠를 입은 커다란 무리가 구경꾼들에게 손을 흔들었다.	아무도 그들을 보고 있지 않다.	contradiction
아기가 구슬 한 가닥을 가지고 놀고 있다.	구슬은 다색이다.	neutral
아기가 구슬 한 가닥을 가지고 놀고 있다.	아기가 자고 있다.	contradiction
아기가 구슬 한 가닥을 가지고 놀고 있다.	아기가 놀고 있다.	entailment
사람들이 무대에서 공연을 하고 있다.	사람들이 자고 있다	contradiction
사람들이 무대에서 공연을 하고 있다.	사람들이 무대 위에서 노래를 부르고 있다	neutral
사람들이 무대에서 공연을 하고 있다.	여드름이 무대에 있다	entailment
한 여성이 공원에서 마라톤을 하고 있다.	여자가 뒷마당에서 달리고 있다.	contradiction
한 여성이 공원에서 마라톤을 하고 있다.	여자가 빠르게 달리고 있다.	neutral
한 여성이 공원에서 마라톤을 하고 있다.	여자가 야외에 있다.	entailment
한 무리의 사람들이 어떤 종류의 행동을 하는 동안 앞을 가리키고 있다.	한 무리의 사람들이 무언가를 하는 동안 앞을 가리킨다.	entailment
한 무리의 사람들이 어떤 종류의 행동을 하는 동안 앞을 가리키고 있다.	한 무리의 사람들이 호랑이를 이용해 싸운다.	contradiction
한 무리의 사람들이 어떤 종류의 행동을 하는 동안 앞을 가리키고 있다.	한 무리의 사람들이 말하는 동안 어딘가를 가리킨다.	neutral
몇몇 사람들이 동시에 춤을 추고 있다.	아이들이 서로 싸우고 있다.	contradiction
몇몇 사람들이 동시에 춤을 추고 있다.	남녀가 함께 춤을 춘다.	neutral
몇몇 사람들이 동시에 춤을 추고 있다.	사람들이 춤을 추고 있다.	entailment
춤추는 사람들 무리	사람들이 함께 춤을 춘다	entailment
춤추는 사람들 무리	사람들은 종교 의식 중에 서로 춤을 추고 있다	neutral
춤추는 사람들 무리	개들이 짝짓기를 하고 있다	contradiction
성인 부부는 뜨거운 욕조에서 시간을 즐긴다.	한 커플이 안에서 TV를 보고 있다.	contradiction
성인 부부는 뜨거운 욕조에서 시간을 즐긴다.	커플이 뜨거운 욕조에 있다.	entailment
성인 부부는 뜨거운 욕조에서 시간을 즐긴다.	커플이 바깥의 뜨거운 욕조에 있다.	neutral
평균적으로 보이는 남자가 기타를 치고 있다.	그 남자는 기타를 칠 줄 안다.	entailment
평균적으로 보이는 남자가 기타를 치고 있다.	그 남자는 기타를 잘 칠 수 있다.	neutral
평균적으로 보이는 남자가 기타를 치고 있다.	남자가 드럼을 치고 있다.	contradiction
황갈색과 흰색 개 두 마리와 물 근처 해변을 질주하는 황갈색 개 한 마리.	세 마리의 개가 공을 쫓고 있다	neutral
황갈색과 흰색 개 두 마리와 물 근처 해변을 질주하는 황갈색 개 한 마리.	세 마리의 개가 밖에 있다	entailment
황갈색과 흰색 개 두 마리와 물 근처 해변을 질주하는 황갈색 개 한 마리.	세 마리의 개가 소파에 누워 있다	contradiction
한 남녀가 손을 잡고 거리를 걷고 있다.	한 남자와 여자가 길 반대편으로 걸어가고 있다.	contradiction
한 남녀가 손을 잡고 거리를 걷고 있다.	두어 사람이 걸으면서 손을 잡고 있다.	entailment
한 남녀가 손을 잡고 거리를 걷고 있다.	신혼부부가 손을 잡고 길을 건너뛰었다.	neutral
한 남자가 책상에 앉아 컴퓨터를 사용하고 있다.	한 남자가 앉아서 인터넷을 검색한다.	neutral
한 남자가 책상에 앉아 컴퓨터를 사용하고 있다.	한 여자가 책상에서 맥주를 마신다.	contradiction
한 남자가 책상에 앉아 컴퓨터를 사용하고 있다.	한 남자가 책상에 앉아 있다.	entailment
한 카메라 제작진이 공원 한복판에 있는 담요 위에 앉아 격식을 차린 두 여성을 촬영하고 있다.	누군가가 촬영하고 있다.	entailment
한 카메라 제작진이 공원 한복판에 있는 담요 위에 앉아 격식을 차린 두 여성을 촬영하고 있다.	정장을 입은 사람들은 모두 안에 있다.	contradiction
한 카메라 제작진이 공원 한복판에 있는 담요 위에 앉아 격식을 차린 두 여성을 촬영하고 있다.	누군가가 마이크를 작동시키고 있다.	neutral
혼자 체스 게임을 하고 앉아 있는 남자	혼자서 보드 게임을 하는 남자.	entailment
혼자 체스 게임을 하고 앉아 있는 남자	남자가 졸고 있다.	contradiction
혼자 체스 게임을 하고 앉아 있는 남자	혼자 체스 한 게임을 하고 앉아 있는 인간.	neutral
뒤에 있는 두 남자로 달리는 젊은 여자가 그녀를 따라잡으려고 한다.	달리기 선수단	entailment
뒤에 있는 두 남자로 달리는 젊은 여자가 그녀를 따라잡으려고 한다.	여자는 목숨을 걸고 달려간다	neutral
뒤에 있는 두 남자로 달리는 젊은 여자가 그녀를 따라잡으려고 한다.	여자들은 두 남자와 커피를 마신다	contradiction
파란 셔츠를 입은 남자가 체스판을 앞에 펼쳐놓고 밖에 혼자 앉아 있다.	파란 셔츠를 입은 남자가 커다란 나무 체스판 뒤에 앉아 있었다.	neutral
파란 셔츠를 입은 남자가 체스판을 앞에 펼쳐놓고 밖에 혼자 앉아 있다.	누군가가 체스판 뒤에 앉아 있다.	entailment
파란 셔츠를 입은 남자가 체스판을 앞에 펼쳐놓고 밖에 혼자 앉아 있다.	스크래블을 하는 두 노인.	contradiction
파란색 셔츠와 반바지를 입은 남자가 체스에서 검은색을 연주하면서 테이블에 앉아 있다.	두 남자가 체스를 두고 있다	neutral
파란색 셔츠와 반바지를 입은 남자가 체스에서 검은색을 연주하면서 테이블에 앉아 있다.	남자가 조깅을 하고 있다	contradiction
파란색 셔츠와 반바지를 입은 남자가 체스에서 검은색을 연주하면서 테이블에 앉아 있다.	남자가 게임을 하고 있다	entailment
파란 블레이저와 반바지를 입은 젊은이가 체스 게임을 차린 채 테이블 앞에 혼자 앉아 있다.	한 남자가 체스 게임 앞에 앉아 있다.	entailment
파란 블레이저와 반바지를 입은 젊은이가 체스 게임을 차린 채 테이블 앞에 혼자 앉아 있다.	한 남자가 체스 상대가 도착하기를 기다리고 있다.	neutral
파란 블레이저와 반바지를 입은 젊은이가 체스 게임을 차린 채 테이블 앞에 혼자 앉아 있다.	한 할머니가 로터리 클럽 회의에서 4번 커넥트 게임을 한다.	contradiction
한 젊은 아시아 남자가 세트 체스판 뒤에 앉아 다른 선수가 도착하기를 기다리고 있다.	젊은 남자가 앉아 있다.	entailment
한 젊은 아시아 남자가 세트 체스판 뒤에 앉아 다른 선수가 도착하기를 기다리고 있다.	한 젊은이가 화성에 있다.	contradiction
한 젊은 아시아 남자가 세트 체스판 뒤에 앉아 다른 선수가 도착하기를 기다리고 있다.	한 젊은이가 실내에 있다.	neutral
두 젊은이가 낙서된 벽에 기대어 맥주를 마신다.	남자들이 술을 마시고 있다.	entailment
두 젊은이가 낙서된 벽에 기대어 맥주를 마신다.	남자들이 골목에서 술에 취해 기절하는 동안 페인트 캔을 뿌리고 있다.	contradiction
두 젊은이가 낙서된 벽에 기대어 맥주를 마신다.	남자들이 소변을 보고 서 있다.	neutral
위험에 처한 후 안전한 곳으로 공수되는 남자.	헬리콥터가 사람들을 위험에 빠뜨리고 있다.	neutral
위험에 처한 후 안전한 곳으로 공수되는 남자.	한 남자가 움직이고 있다.	entailment
위험에 처한 후 안전한 곳으로 공수되는 남자.	헬리콥터가 사람들을 위험한 지역에 배치하고 있다.	contradiction
회의장에 있는 사람들은 오렌지색 셔츠를 입은 연사에게 주의를 기울인다.	사람들은 CD 플레이어로 음악을 듣고 있다.	contradiction
회의장에 있는 사람들은 오렌지색 셔츠를 입은 연사에게 주의를 기울인다.	사람들이 연사의 말을 듣고 있다.	entailment
회의장에 있는 사람들은 오렌지색 셔츠를 입은 연사에게 주의를 기울인다.	연설자는 국민의 상사이다.	neutral
회의 테이블에 앉아 있는 젊은이들의 모임.	젊은이들이 파티에 와서 즐겁게 놀고 있다	contradiction
회의 테이블에 앉아 있는 젊은이들의 모임.	젊은이들은 정치에 대해 배우고 있다	neutral
회의 테이블에 앉아 있는 젊은이들의 모임.	젊은 사람들이 테이블 주위에 모여 있다	entailment
빨간 셔츠를 입은 한 여성이 다른 세 사람이 그녀의 말을 듣고 있는 방의 테이블에서 말하고 있다.	여자가 공원에 가고 있다.	neutral
빨간 셔츠를 입은 한 여성이 다른 세 사람이 그녀의 말을 듣고 있는 방의 테이블에서 말하고 있다.	여자가 호수에서 수영을 하고 있다.	contradiction
빨간 셔츠를 입은 한 여성이 다른 세 사람이 그녀의 말을 듣고 있는 방의 테이블에서 말하고 있다.	여자가 빨간 셔츠를 입고 있다.	entailment
한 여성이 다른 두 여성과 큰 창문이 있는 사무실 건물에서 메모장을 가진 남자와 이야기를 나눈다.	한 여성이 실내에서 다른 사람들과 이야기한다.	entailment
한 여성이 다른 두 여성과 큰 창문이 있는 사무실 건물에서 메모장을 가진 남자와 이야기를 나눈다.	사무실 건물에 있는 한 여성이 메모지에 메모를 하는 세 명의 그룹과 이야기를 나누고 있다.	neutral
한 여성이 다른 두 여성과 큰 창문이 있는 사무실 건물에서 메모장을 가진 남자와 이야기를 나눈다.	한 남자가 연못에서 오리에게 말을 걸다	contradiction
한 여성이 다른 두 여성과 큰 창문이 있는 사무실 건물에서 메모장을 가진 남자와 이야기를 나눈다.	여자는 백인이다	neutral
한 여성이 다른 두 여성과 큰 창문이 있는 사무실 건물에서 메모장을 가진 남자와 이야기를 나눈다.	사무실 건물에 있는 한 여성이 다른 두 여성과 메모지를 가진 한 남자와 이야기를 나누고 있다.	entailment
한 여성이 다른 두 여성과 큰 창문이 있는 사무실 건물에서 메모장을 가진 남자와 이야기를 나눈다.	한 여성이 사무실 건물 안에서 개들과 이야기를 나눈다.	contradiction
한 여성이 다른 두 여성과 큰 창문이 있는 사무실 건물에서 메모장을 가진 남자와 이야기를 나눈다.	여자는 집에서 자고 있다	contradiction
한 여성이 다른 두 여성과 큰 창문이 있는 사무실 건물에서 메모장을 가진 남자와 이야기를 나눈다.	사람들이 건물 밖을 들여다보고 있다.	contradiction
한 여성이 다른 두 여성과 큰 창문이 있는 사무실 건물에서 메모장을 가진 남자와 이야기를 나눈다.	여자가 말을 하고 있다	entailment
한 여성이 다른 두 여성과 큰 창문이 있는 사무실 건물에서 메모장을 가진 남자와 이야기를 나눈다.	한 여성이 실내에서 다른 사람들에게 점심에 대해 이야기한다.	neutral
한 여성이 다른 두 여성과 큰 창문이 있는 사무실 건물에서 메모장을 가진 남자와 이야기를 나눈다.	네 사람이 벽 근처에 서서 서로 이야기한다.	entailment
한 여성이 다른 두 여성과 큰 창문이 있는 사무실 건물에서 메모장을 가진 남자와 이야기를 나눈다.	한 여자가 다른 세 여자에게 말을 건다.	contradiction
한 여성이 다른 두 여성과 큰 창문이 있는 사무실 건물에서 메모장을 가진 남자와 이야기를 나눈다.	한 여자가 다른 두 여자와 행복하게 이야기한다.	neutral
한 여성이 다른 두 여성과 큰 창문이 있는 사무실 건물에서 메모장을 가진 남자와 이야기를 나눈다.	그 그룹은 프로젝트를 논의하고 있다.	neutral
한 여성이 다른 두 여성과 큰 창문이 있는 사무실 건물에서 메모장을 가진 남자와 이야기를 나눈다.	한 여자가 다른 두 여자에게 말을 건다.	entailment
강의를 토론하는 학생들의 교실.	학생들은 체육 수업에 참가하고 있다.	contradiction
강의를 토론하는 학생들의 교실.	한 교실이 오늘의 주제를 토론하고 있다.	entailment
강의를 토론하는 학생들의 교실.	학생들은 역사 수업에서 강의에 대해 토론하고 있다.	neutral
여자가 그들을 볼 때 남자는 클립보드와 펜을 들고 있다.	남자가 일하고 있다	neutral
여자가 그들을 볼 때 남자는 클립보드와 펜을 들고 있다.	여자가 자고 있다	contradiction
여자가 그들을 볼 때 남자는 클립보드와 펜을 들고 있다.	여자가 남자의 소유물을 보고 있다	entailment
밝은 녹색 셔츠를 입은 남자가 분홍색 셔츠를 입은 여자와 이야기를 나누고 있다.	커플이 저녁을 먹고 있다.	contradiction
밝은 녹색 셔츠를 입은 남자가 분홍색 셔츠를 입은 여자와 이야기를 나누고 있다.	커플이 밖에 서 있다.	neutral
밝은 녹색 셔츠를 입은 남자가 분홍색 셔츠를 입은 여자와 이야기를 나누고 있다.	커플이 이야기를 나누고 있다.	entailment
녹색 셔츠를 입은 남자가 분홍색으로 눈에 띄는 여자를 위해 클립보드를 내밀고 있다.	남자는 여자가 그의 클립보드를 보기를 원한다.	entailment
녹색 셔츠를 입은 남자가 분홍색으로 눈에 띄는 여자를 위해 클립보드를 내밀고 있다.	남자는 여자에게 뭔가를 서명하게 하려고 한다.	neutral
녹색 셔츠를 입은 남자가 분홍색으로 눈에 띄는 여자를 위해 클립보드를 내밀고 있다.	한 남자가 여자의 관심을 끌기 위해 셔츠를 벗는다.	contradiction
밝은 녹색 셔츠를 입은 남자가 밝은 분홍색 셔츠를 입은 한 여성이 클립보드에 뭔가를 입고 있는 것을 보여준다.	남자가 금색 셔츠를 입고 있다	contradiction
밝은 녹색 셔츠를 입은 남자가 밝은 분홍색 셔츠를 입은 한 여성이 클립보드에 뭔가를 입고 있는 것을 보여준다.	한 남자가 그의 상사에게 클립보드에 무언가를 보여준다.	neutral
밝은 녹색 셔츠를 입은 남자가 밝은 분홍색 셔츠를 입은 한 여성이 클립보드에 뭔가를 입고 있는 것을 보여준다.	남자는 여자에게 뭔가를 보여준다.	entailment
밝은 녹색 셔츠를 입은 남자가 밝은 분홍색 셔츠를 입은 한 여성이 클립보드에 뭔가를 입고 있는 것을 보여준다.	남자는 여자에게 할 말이 있다.	entailment
밝은 녹색 셔츠를 입은 남자가 밝은 분홍색 셔츠를 입은 한 여성이 클립보드에 뭔가를 입고 있는 것을 보여준다.	두 사람이 클립보드를 보고 있다.	entailment
밝은 녹색 셔츠를 입은 남자가 밝은 분홍색 셔츠를 입은 한 여성이 클립보드에 뭔가를 입고 있는 것을 보여준다.	여자가 파란색 옷을 입고 있다.	contradiction
밝은 녹색 셔츠를 입은 남자가 밝은 분홍색 셔츠를 입은 한 여성이 클립보드에 뭔가를 입고 있는 것을 보여준다.	남자가 여자에게 개념을 가르치고 있다	neutral
밝은 녹색 셔츠를 입은 남자가 밝은 분홍색 셔츠를 입은 한 여성이 클립보드에 뭔가를 입고 있는 것을 보여준다.	남자와 여자가 있다.	entailment
밝은 녹색 셔츠를 입은 남자가 밝은 분홍색 셔츠를 입은 한 여성이 클립보드에 뭔가를 입고 있는 것을 보여준다.	두 사람이 전자 태블릿의 노트를 보고 있다.	contradiction
밝은 녹색 셔츠를 입은 남자가 밝은 분홍색 셔츠를 입은 한 여성이 클립보드에 뭔가를 입고 있는 것을 보여준다.	남자가 커피 한 잔을 마시고 있다.	contradiction
밝은 녹색 셔츠를 입은 남자가 밝은 분홍색 셔츠를 입은 한 여성이 클립보드에 뭔가를 입고 있는 것을 보여준다.	한 남자가 밝은 녹색 셔츠를 입고 있다	entailment
밝은 녹색 셔츠를 입은 남자가 밝은 분홍색 셔츠를 입은 한 여성이 클립보드에 뭔가를 입고 있는 것을 보여준다.	남자와 여자는 같은 사업에 종사하고 있다.	neutral
밝은 녹색 셔츠를 입은 남자가 밝은 분홍색 셔츠를 입은 한 여성이 클립보드에 뭔가를 입고 있는 것을 보여준다.	녹색 셔츠를 입은 남자가 클립보드에 자신의 봉급을 여자에게 보여준다.	neutral
밝은 녹색 셔츠를 입은 남자가 밝은 분홍색 셔츠를 입은 한 여성이 클립보드에 뭔가를 입고 있는 것을 보여준다.	여자는 남자에게 클립보드를 보여준다.	contradiction
밝은 녹색 셔츠를 입은 남자가 밝은 분홍색 셔츠를 입은 한 여성이 클립보드에 뭔가를 입고 있는 것을 보여준다.	클립보드에 글씨가 쓰여 있다.	neutral
밝은 티셔츠를 입은 거리에 있는 한 남자가 분홍색 티셔츠와 음영을 입은 여자를 향해 일종의 태블릿을 들고 있다.	한 남자가 한 여자에게 그의 태블릿에 재미있는 비디오를 보여주고 있다.	neutral
밝은 티셔츠를 입은 거리에 있는 한 남자가 분홍색 티셔츠와 음영을 입은 여자를 향해 일종의 태블릿을 들고 있다.	태블릿이 켜진다.	neutral
밝은 티셔츠를 입은 거리에 있는 한 남자가 분홍색 티셔츠와 음영을 입은 여자를 향해 일종의 태블릿을 들고 있다.	남자는 여자보다 다른 거리에 있다.	contradiction
